YRDD Input File,Num Partitions,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.6.npy,10,18,62.0182490349,"[2219.936757603172, 90.17153467983337, 70.13191514407323, 62.96686105229455, 59.473590610122514, 57.54168131270435, 56.41574726889182, 55.75699713814504, 55.39064340057458, 55.21739783659352]","[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]"

