YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.5.npy,2,10,1000,16,83.26760005950928,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]","[13253.157543503175, 81.10781868022353, 63.4721991438292, 58.20042092863167, 55.9309698927432, 54.82442007754754, 54.28202556172412, 54.05223226281807, 54.01124103447812, 54.09115071041291]"

