YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.1.npy,4,10,1000,10,102.42036199569702,"[7304.075266844231, 57.12792246320007, 53.55762207197934, 52.51816539253989, 52.15875477546467, 52.097947199511566, 52.198420026895164, 52.395859195748116, 52.655232377790455, 52.955515322736815]","[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]"

