YRDD Input File,Num Partitions,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.0.npy,1,8,134.936827898,"[10076.185541623896, 53.93735547485528, 52.43937353848902, 51.92176676780848, 51.778687469039006, 51.83070217423999, 51.99842642912883, 52.239609445789746, 52.529233520462434, 52.851404053306204]","[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]"

