YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.1.npy,3,10,1000,10,96.13543701171875,"[7304.07526704309, 57.12792246320051, 53.55762207197898, 52.51816539253865, 52.15875477546278, 52.097947199509235, 52.19842002689253, 52.39585919574527, 52.6552323777875, 52.9555153227338]","[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]"

