YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.5.npy,1,10,1000,16,108.64340305328369,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]","[13253.15754318675, 81.10781868021179, 63.472199143822856, 58.20042092862682, 55.93096989273897, 54.82442007754363, 54.2820255617204, 54.05223226281451, 54.011241034474644, 54.091150710409536]"

