YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.0.npy,2,10,1000,8,83.05661582946777,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]","[10084.205426648205, 53.9373546493455, 52.43937279555288, 51.921766081654866, 51.77868682722108, 51.83070156898032, 51.99842585492472, 52.239608898476185, 52.52923299675534, 52.85140355054439]"

