YRDD Input File,Num Partitions,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.0.npy,10,8,282.348546028,"[7696.692392749241, 52.757329997931116, 51.44001859794563, 51.01462937366696, 50.93670406251475, 51.04041790189797, 51.25119583914786, 51.52907934728988, 51.85039985348129, 52.2001757367173]","[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]"

