YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.0.npy,2,10,1000,8,155.49049592018127,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38]","[10084.205426648205, 53.9373546493455, 52.43937279555288, 51.921766081654866, 51.77868682722108, 51.83070156898032, 51.99842585492472, 52.239608898476185, 52.52923299675534, 52.85140355054439, 53.19549987304829, 53.55415196283566, 53.922095176274965, 54.295483651763846, 54.67145927759948, 55.04787049631216, 55.4230827830429, 55.79584728009555, 56.16520749997183, 56.53043164310433]"

