YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.6.npy,2,10,1000,18,155.13262391090393,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38]","[6968.614525836764, 88.87115558684539, 67.064151692131, 60.33916221225904, 57.3688727847409, 55.86349741581372, 55.06985595588708, 54.670456888732886, 54.50908067035324, 54.50021952804699, 54.593274484592484, 54.75647002826995, 54.968899683051504, 55.21628612772365, 55.48858051731796, 55.77853373864444, 56.08080974180014, 56.39141526834294, 56.70732158538419, 57.02620674077036]"

