YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.5.npy,2,10,1000,16,156.84639596939087,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38]","[10677.345590460247, 81.73115116959823, 63.740041950761864, 58.31194868051832, 55.96651462863756, 54.81839427251801, 54.251415867520606, 54.006372050174306, 53.95567821235071, 54.02938071591147, 54.1859823167419, 54.399349398881135, 54.65223754456233, 54.93283782260592, 55.23281851982235, 55.54615750601421, 55.86841597042553, 56.19627011772396, 56.527199666469826, 56.8592749625044]"

