YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.1.npy,2,10,1000,10,154.87240886688232,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38]","[9758.972993374933, 56.88504497949255, 53.3964278286072, 52.39970267348874, 52.065329424913195, 52.02076923892662, 52.13256854149639, 52.33832561719491, 52.60405266343656, 52.90934105171165, 53.24108417407132, 53.59044503109364, 53.95124466615158, 54.31904162789395, 54.690575452181335, 55.06341436875671, 55.43572360331054, 55.806107996037746, 56.17350210897187, 56.53709164396802]"

