YRDD Input File,Num Partitions,k,Num Images,Best Lambda,Time Taken,Lambda List,RSS
../data/mnist/deg/0.4.npy,2,10,1000,14,155.83849000930786,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38]","[36314.66184736449, 75.27564878606827, 60.837743760985475, 56.61621729564323, 54.84345550580146, 54.016570738937766, 53.64918480726203, 53.5370737069652, 53.57949314647202, 53.72096381189298, 53.92839509888999, 54.180825124313195, 54.464340925825034, 54.7693619895184, 55.08909481446168, 55.418607736641675, 55.75425289328575, 56.09329169913932, 56.43364446330704, 56.77371838045151]"

